Name,Rating,Review,Comment
Flipkart Customer,5,Must buy!,Amazing product I m happy to buy this
Flipkart Customer,5,Fabulous!,Sound and battery 🔋 super
Bhavya Bommisetti ,5,Highly recommended,Its been 6 months I started using everything was damn gud!
DEBENDU KUMAR  RAUT ,1,Worst experience ever!,After 10 months used.. very poor quality earbuds. 3 times send to repair...
Flipkart Customer,5,Fabulous!,Awesome product must buy
Sarita Patra,5,Mind-blowing purchase,Osm
Ramana Pitta,5,Brilliant,Good nice product thank you Flipkart
Flipkart Customer,3,Good,Sound quality is good but calling conceting not good ..
Ramesh Kumar,5,Brilliant,Nice product
Rahul  Kumar ,5,Mind-blowing purchase,Nice
Nurul Hasan Sk,5,Highly recommended,Good
Louis Tharmaraj,5,Mind-blowing purchase,Good gulaity....
Tridip Das,5,Wonderful,Nice
dinesh kumar  Meena ,5,Must buy!,Nice
Nilay Debnath,5,Terrific purchase,Good for the price
Vikrant Pradhan,5,Wonderful,"Superb, Awesome, Fabulous....... No word to explain. Don't buy others.... Only NOISE."
jitendra  yadav,4,Really Nice,Very nice product in valuable money..thanks flipkart
Flipkart Customer,5,Awesome,Very nice product
Flipkart Customer,1,Unsatisfactory,Issue in calling not coming sound properly
Mangalaparthi  Srisailam,5,Fabulous!,Good 👍
Tarun Yadav,3,Decent product,Below normal
Ashish  Kumar,1,Terrible product,Very bad experience
Flipkart Customer,5,Highly recommended,Good one
Flipkart Customer,5,Fabulous!,Awesome 👍 all good
Pavan Jagarapu,5,Highly recommended,Ear buds are very nice sound is good quality also good
Flipkart Customer,4,Nice product,All over good performance.
Flipkart Customer,5,Classy product,So sweet and nice 🥰🥰🥰🥰
Harendra Sharma,5,Worth every penny,Nice product
Rakshith K,5,Excellent,Better quality
G.pratyusha,5,Simply awesome,Exlent
Akshay Patel,4,Good choice,Nice product
Harry Singh,5,Classy product,Ausome product
Karan  Grover,2,Highly recommended,Very good quality
Padam  Singh,5,Classy product,Sonud ok
Padam  Singh,4,Really Nice,Nice
Flipkart Customer,1,Horrible,This product is not good
Jashwitha Panga,5,Classy product,Good 👌
Flipkart Customer,1,Very poor,Waste money
Flipkart Customer,5,Perfect product!,Good product
Flipkart Customer,5,Awesome,Super
Dheeraj  Singh,5,Just wow!,Very nice product ☺😊😌
Kamlesh Bisen,5,Best in the market!,Good product
shubham kalra,2,Could be way better,Incompatible with ipone
Jijish R,5,Excellent,Superb product in its price range.
AYUSH SHRIVAS Shrivas,1,Waste of money!,It is not comfortable and not good sound quality.your ears will hurt when use the buds.
Aman Hooda,5,Terrific purchase,Awesome bass which I require while listening music
Rohit  Yadav ,3,Decent product,Some times it gets disconnected automatically and also it doesn't have feature of intimation of drain battery status
Thakor Jitendra,5,Highly recommended,"Nice product,nice sound amazing battery life thanks noise and Flipkart Thank you so much"
SANDIP KUMAR,5,Wonderful,Noise cancellation is good. Sound quality is perfect.You will enjoy music.
shubham pawar,5,Classy product,Excellent
shubham pawar,5,Terrific purchase,Excellent product.
Abul  Uddin,1,Useless product,Its not good for this price sound is not perfect
Sanjib Moni,4,Very Good,"Good ,🎶🎵🎼 sound"
Sahil dangi,1,Waste of money!,Not for good
Flipkart Customer,4,Nice product,Value for money
MD. Jahangir,5,Excellent,I am very happy thank Filpkar 😍😘😘
Flipkart Customer,4,Good quality product,Very nice
Flipkart Customer,1,Hated it!,It's very funny to see flip kart is dealing with such a worst brand buds are not able connect from the phone when it's in pocket and when we walk it's completely disconnect very worst feel
Flipkart Customer,1,Super!,Super bro namaste
Flipkart Customer,3,Decent product,Noise cancellation is very bad
Ganesha  Gani ,4,Good choice,Good product
Rakesh Rosan Dora,5,Classy product,Sond good
suraj  kurrey,5,Worth every penny,Very good
Aarav Gupta,5,Excellent,Very nice product ☺️👍👍👍
Flipkart Customer,5,Terrific purchase,Very nice product Very clear sound❤
Savaram Naresh,4,Worth the money,Thank you Flipkart
Flipkart Customer,5,Simply awesome,Excellent product I loved it
Nainesh Metange,2,Moderate,Not good for calling
Flipkart Customer,4,Nice product,Sound quality is good
Flipkart Customer,5,Fabulous!,Good
mukesh  mali,5,Great product,Nice product
komal  rajput,1,Absolute rubbish!,"Mic quality is very bad, and sound quality is not good but okkk..."
Arif Rabban,3,Does the job,Some time auto disconnected with phoneit is fact nothing else and everything good
laxman  behera,4,Nice product,Nice
Aakash Pawar,5,Excellent,Go for it.
Praveen Kumar,4,Good choice,Nice
Prasanna Kumar  Samal,5,Excellent,Good
Himanshu Chaudhary,3,Fair,Driver size is good that's 11mm But what's the use of it if it is not producing the good sound i use to listen songs at high volume but these drivers makes the sound very high pitched at high volume can't listen the songs for 5 mins at high volumeFor music lovers i think u can skip this productAnd the buds design is excellentBut it's starts to paining within the 30 min of plugin to the earNot worth of money i think u can go with wired earphone they are much better than this
Shahnawaz Nekware,5,Perfect product!,Sound quality is much better in this price range
Flipkart Customer,5,Awesome,Good in this price
Adeshara paresh Champaklal,4,Nice product,Good one
Rajendra Gohil,4,Really Nice,Product is very good but the case is cheap quality. The earbuds functions are excellent. Try to improve the quality of the case too.
Flipkart Customer,4,Worth the money,Nice airbuds and very nice product
Sivakumar Gajendran,5,Super!,Product good and never expected from noise brandSome time it's paining for 5+ hrs
Srinu  G,4,Value-for-money,Nice
Atul Bhati,4,Pretty good,I am giving this review after 1 month of use .It's battery backup is good. Bass and sound quality is fabulous.For outdoor calling it's very bad .
Saket Ravikant,4,Delightful,I like it .
Jitendta chaudhary,5,Great product,Very nice noise buds buluth
sumit soni,5,Worth every penny,not bad
Flipkart Customer,3,Just okay,Good 👍
Ranjan Tyagi,4,Really Nice,Nice
Jigs Maru,5,Perfect product!,Awesome Product For Music Lovers.........
Durga Prasad,3,Does the job,Good
Deepak Yadav,5,Highly recommended,Osmm
Flipkart Customer,1,Useless product,Worst product in flipkart
Sapneswar lenka ,5,Terrific purchase,Sound quality is decent but value for money product. It's very comfortable.
Sureshsinh  Rathod,5,Terrific,"After 10 days use ,,its very good quality 👌"
Flipkart Customer,5,Fabulous!,Good quality!!!
Chinmaya Nayak,4,Delightful,This Bluetooth is good in this price of range (899) but it's right side sound is slow . when I used both buds I can't feel the sound of right side sound
Shubham Pamditkar,5,Fabulous!,Very very nice a product so cute earbirds lookVoice is is good 😍😍💝 so happy
AADHAVAN R Vijay,5,Fabulous!,Value of money best product.... I loved it
Faiz Shaikh ,4,Delightful,Mind blowing product
Naveen Nainwal,5,Perfect product!,Nice
Raj Singh,1,Waste of money!,Money lost please don't this buy guys he is fordes this company.looks is amazing but voice quality is very bad
Flipkart Customer,3,Good,Good product 👍👍
Abhinash  Nanda,3,Decent product,case Is Very Poor Quality
Flipkart Customer,4,Nice product,Fair
Flipkart Customer,5,Terrific purchase,Nice product
Adarsh Customer,4,Worth the money,Except voice call and build quality ( try to avoid dropping it) it is a good choice
Swastika  Mondal,5,Best in the market!,"To the people who are thinking to buy this buds,just go for it.everything is good about this buds,in such a price its a really good product.i am satisfied..."
Flipkart Customer,5,Wonderful,Nice
Deb Mondal ,5,Wonderful,Nice product havey bass and sound quality is best।।
HARSH M MALI,5,Perfect product!,What A Product 👍🏻!
Bikash Jha,5,Best in the market!,Awesome product
Dhnaesh VN,4,Value-for-money,Good product
chintala chandu,3,Fair,OK
Flipkart Customer,5,Classy product,Wonderful
Samriddhi  Sharma ,1,Not recommended at all,One ear bud has a noise when anything is played. And Flipkart didn't even returned it. NOT recommended at all !
Srijit  chakraborty ,4,Really Nice,Price accordingly good price but built quality should improve
Babar  Ali,4,Nice product,I like noise buds vs102 sound
Aditya  Singh ,5,Terrific purchase,Just awesome ❤
Flipkart Customer,5,Must buy!,Good product
Ashish Mehta,5,Perfect product!,Superb sound quality I love that product 💝😍😍
Flipkart Customer,4,Good quality product,The product was just osm 🤩
Pankaj Meena,3,Good,Good but call voice not going
Jatoth Bhaskar,4,Really Nice,Nice product
Aditya  Pagde,1,Not recommended at all,No sound quality
Sk. Sadullah Babu,5,Terrific,Nice
Siva guttula,5,Excellent,Good battery backup....but ear pain if we use long time
Muthanna Navadagi,4,Good choice,I Love it'❤️
Dhiraj kumar singh ,5,Classy product,Good luck
Ankit Bandral,5,Brilliant,This product is awesome. Don't buy JBL and others buy this one it gives you the awesome bass and sound. Love it
Flipkart Customer,5,Worth every penny,This is osm product and i personny used that i like this product and build quality battery backup and most important that design is very attractive and give us professional look. I recommend this product for evey type earbud users because it is sutable for every use for example sound quality is osm for listening music and also good of one support for games.
Aditya Rana,4,Worth the money,Good
Ashfak Khan,5,Awesome,Good
Flipkart Customer,5,Brilliant,Value for money
Taufeeq Hussain,5,Classy product,This project is awesome 👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍😊😊😊😊😊😊😊😊😊😊👍👍👍👍😊👍😊👍😊👍😊👍😊👍😊👏😊👍😊👏😊👍😊👍😊👏😊👏😊👏😊👍😊👍😊😊👏👍😊👍😊👍😊👍👍👍👍😊😊😊👍👍👍😊😊👍👏👏😊😊👍👍👍😊😊😊👍👍👍😊😊😊👍
Akash Behera,5,Super!,It was a good product 👍☺️
sachin thakur,5,Super!,Nice product 👍
Bijaya kumar Majhi,5,Simply awesome,I like it
Flipkart Customer,5,Highly recommended,Good producr
Shubhankar  Gupta,5,Excellent,I am using this earphone more than 1 year its sound quality and bass and battery backup is very good.
Flipkart Customer,5,Must buy!,Super item
Md Hamid Raza ,5,Highly recommended,Good product 👍
Flipkart Customer,4,Really Nice,Worth
Utkarsh Arya,1,Very poor,Never buy this product or you'll regret your purchase.
Nilesh Thakor,5,Must buy!,It's awesome 👍🏻😍Money worth it 💯
Ashraf ali  A,5,Terrific,Wow really it is totally best best best
Nisha Kumar,5,Just wow!,Really nice product thanks noise  and make noise like this
Flipkart Customer,5,Excellent,Super 😘
Flipkart Customer,5,Terrific,Very good quality and sound
Sisi shashi kumar,5,Just wow!,Good products
Madhav ahir,4,Very Good,Superb
Pooja  Sharma,4,Good choice,Nice
Flipkart Customer,5,Super!,Superb and nice quality battery backup is also nice
Shivam  Singh ,5,Simply awesome,Osm product
Shekar  Poojari,5,Super!,Super product
niraj kumar singh,4,Worth the money,It's good thing in that price. base is super.
Kavita Bhau,5,Mind-blowing purchase,Good item.
Rutuja Khandare ,5,Fabulous!,Very nice product 👍
Khadir Baig,5,Perfect product!,Good
Arup Das,4,Delightful,Value For Money...
Flipkart Customer,1,Useless product,Right side bud is not working 👎
dinesh r,4,Really Nice,Good... Value for money
GURVINDER SINGH,5,Terrific,Very good product
Flipkart Customer,5,Classy product,Very nice products
Bikash Roy,5,Fabulous!,Very very good eir buds go for it guys ☺️☺️I'm very happy this ear buds using
Anil  Goswami ,5,Fabulous!,Very good product.
arjun singh,4,Really Nice,Absolutely Value for money product. I loved this product
Ritesh Arlikatti,1,Not recommended at all,"This product could have been way better if not for the sensitive touch feqrure. I mean even when you adjust the buds in your ears, either the volume increases or the songs keep skipping or something else happens. It's annoying to say the least. They could have at least given the option of disabling the touch options completely. It's only because of the sensitive touch I'm not able to use these buds at all. Can't even return"
Bevara  Nani ,4,Worth the money,Excellent for value of money
Anurudh Tomar,5,Classy product,Awesome thanku flipcart
Ubaidullah ,4,Good choice,Super
Piyush  Nembwani,5,Just wow!,Amazing product
Flipkart Customer,4,Value-for-money,Very nice product
Amit kumar Verma,5,Worth every penny,So good
Dahari Gowda,5,Simply awesome,Super 💖
Pavan  Verma,1,Worthless,No noise cancellation while calling.. NOISE means full of noise.. it is worth only for music but not for call (R) call.
ADARSH  SONI,5,Awesome,This is a good product
Flipkart Customer,5,Perfect product!,Awesome wing design and comfy for long time calls and travel partner ❤️👍😌🔥
Saddam Khan,4,Really Nice,Nice 1
Flipkart Customer,5,Worth every penny,This product amazing 🤩🤩And best quality sound and bass 🙂
SURESH KUMAR,4,Good quality product,Sleek and stylish.
Princi Anmol,5,Simply awesome,Osm
Flipkart Customer,3,Good,Better
Saurav Singh,5,Best in the market!,Nice 👍🏻🙂
Saurav Singh,5,Terrific,Nice 👍🏻🙂
Anurag Singh,5,Must buy!,Best Sound quality
Flipkart Customer,2,Not good,Noise so bad 😭😭😂😃😃😃
Vinay Sirswal,5,Simply awesome,Nice product
Flipkart Customer,5,Brilliant,Good product
Shafik Shekh,5,Brilliant,Good
Ammulu Ammu,3,Fair,Its good product
